center,left,right,steering,reverse,throttle,speed
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_52_476.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_52_476.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_52_476.jpg,0,0.4152689,0,11.01353
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_52_548.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_52_548.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_52_548.jpg,0,0.632214,0,11.39711
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_52_658.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_52_658.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_52_658.jpg,0,0.8576429,0,12.24354
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_52_730.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_52_730.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_52_730.jpg,0,1,0,12.96717
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_52_800.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_52_800.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_52_800.jpg,0.2,1,0,13.76783
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_52_903.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_52_903.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_52_903.jpg,0.5500001,1,0,15.05871
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_52_972.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_52_972.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_52_972.jpg,0,1,0,15.7486
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_53_046.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_53_046.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_53_046.jpg,0,1,0,16.54974
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_53_179.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_53_179.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_53_179.jpg,0,1,0,17.76854
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_53_247.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_53_247.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_53_247.jpg,0,1,0,18.58968
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_53_315.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_53_315.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_53_315.jpg,0,1,0,19.19487
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_53_798.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_53_798.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_53_798.jpg,0,1,0,22.61291
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_53_885.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_53_885.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_53_885.jpg,0,1,0,23.39454
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_54_010.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_54_010.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_54_010.jpg,0,1,0,24.74861
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_54_129.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_54_129.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_54_129.jpg,0,1,0,25.89748
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_54_284.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_54_284.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_54_284.jpg,0,1,0,27.22787
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_54_391.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_54_391.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_54_391.jpg,0,1,0,28.35051
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_54_497.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_54_497.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_54_497.jpg,-0.25,1,0,29.24009
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_54_626.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_54_626.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_54_626.jpg,0,1,0,30.18338
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_54_698.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_54_698.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_54_698.jpg,0,1,0,30.18788
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_54_821.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_54_821.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_54_821.jpg,-0.3,1,0,30.17253
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_54_933.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_54_933.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_54_933.jpg,0,1,0,30.18809
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_55_066.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_55_066.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_55_066.jpg,0,1,0,30.1904
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_55_134.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_55_134.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_55_134.jpg,0,1,0,30.1905
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_55_212.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_55_212.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_55_212.jpg,0,1,0,30.19054
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_55_338.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_55_338.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_55_338.jpg,-0.3,1,0,30.16962
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_55_464.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_55_464.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_55_464.jpg,0,1,0,30.19022
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_55_578.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_55_578.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_55_578.jpg,0,1,0,30.19084
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_55_704.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_55_704.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_55_704.jpg,-0.3,1,0,30.16848
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_55_833.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_55_833.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_55_833.jpg,0,1,0,30.19032
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_55_962.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_55_962.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_55_962.jpg,-0.15,1,0,30.18517
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_56_095.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_56_095.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_56_095.jpg,-0.5000001,1,0,30.14623
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_56_163.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_56_163.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_56_163.jpg,0,1,0,30.1856
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_56_242.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_56_242.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_56_242.jpg,0,1,0,30.1895
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_56_369.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_56_369.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_56_369.jpg,-0.35,1,0,30.16738
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_56_443.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_56_443.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_56_443.jpg,0,1,0,30.18836
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_56_572.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_56_572.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_56_572.jpg,0,1,0,30.18998
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_56_646.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_56_646.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_56_646.jpg,0,1,0,30.19028
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_56_724.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_56_724.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_56_724.jpg,0,1,0,30.19028
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_56_797.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_56_797.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_56_797.jpg,-0.2,1,0,30.18031
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_56_902.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_56_902.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_56_902.jpg,-0.45,1,0,30.15179
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_57_021.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_57_021.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_57_021.jpg,0,1,0,30.18937
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_57_161.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_57_161.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_57_161.jpg,0,1,0,30.19023
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_57_278.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_57_278.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_57_278.jpg,-0.3,1,0,30.17077
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_57_375.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_57_375.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_57_375.jpg,0,1,0,30.18985
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_57_474.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_57_474.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_57_474.jpg,0,1,0,30.19053
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_57_592.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_57_592.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_57_592.jpg,0,1,0,30.19032
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_57_688.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_57_688.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_57_688.jpg,0,1,0,30.19033
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_57_788.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_57_788.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_57_788.jpg,0,1,0,30.19032
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_57_872.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_57_872.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_57_872.jpg,-0.25,1,0,30.17481
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_57_951.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_57_951.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_57_951.jpg,0,1,0,30.19016
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_58_079.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_58_079.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_58_079.jpg,0,1,0,30.19028
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_58_195.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_58_195.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_58_195.jpg,0,1,0,30.1903
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_58_330.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_58_330.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_58_330.jpg,-0.35,1,0,30.16382
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_58_411.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_58_411.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_58_411.jpg,0,1,0,30.18954
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_58_491.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_58_491.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_58_491.jpg,0,1,0,30.19009
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_58_571.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_58_571.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_58_571.jpg,0,1,0,30.19024
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_58_651.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_58_651.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_58_651.jpg,0,1,0,30.1903
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_58_729.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_58_729.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_58_729.jpg,0,1,0,30.1903
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_58_811.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_58_811.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_58_811.jpg,0,1,0,30.1903
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_58_891.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_58_891.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_58_891.jpg,0,1,0,30.19027
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_58_972.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_58_972.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_58_972.jpg,-0.2,1,0,30.17986
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_59_071.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_59_071.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_59_071.jpg,-0.45,1,0,30.15149
/Users/shivamdesai/Desktop/IMG/center_2017_12_03_18_22_59_153.jpg,/Users/shivamdesai/Desktop/IMG/left_2017_12_03_18_22_59_153.jpg,/Users/shivamdesai/Desktop/IMG/right_2017_12_03_18_22_59_153.jpg,0,0.753547,0,30.12279
